600	1	1000	60.000000	55.000000	40.000000	1	7.464532	44787.194000	16.235197	97411.180000	6.875608	68756.080000	0.000000	0.000000	10.000000
600	1	1000	60.000000	55.000000	40.000000	11	19.496447	116978.682000	89.429070	536574.410000	19.634176	196341.763000	0.000000	0.000000	10.000000
600	1	1000	60.000000	55.000000	40.000000	21	43.104984	258629.906000	204.646103	1227876.632000	44.858051	448580.520000	0.000000	0.000000	20.900000
600	1	1000	60.000000	55.000000	40.000000	31	56.133579	336801.475000	280.899902	1685399.481000	56.521038	565210.372000	0.000000	0.000000	24.950000
600	1	1000	60.000000	55.000000	40.000000	41	74.599655	447597.925000	377.353180	2264119.152000	79.722267	797222.662000	0.000000	0.000000	30.810000
600	3	1000	60.000000	55.000000	40.000000	1	7.106224	42637.342000	16.112839	96677.033000	7.025973	70259.731000	0.000000	0.000000	10.000000
600	3	1000	60.000000	55.000000	40.000000	11	23.682604	142095.622000	131.216522	787299.129000	23.526648	235266.476000	0.000000	0.000000	10.000000
600	3	1000	60.000000	55.000000	40.000000	21	69.510857	417065.145000	396.259613	2377557.750000	69.455986	694559.845000	0.000000	0.000000	8.210000
600	3	1000	60.000000	55.000000	40.000000	31	137.444382	824666.291000	761.478577	4568871.551000	135.290039	1352900.456000	0.000000	0.000000	7.590000
600	3	1000	60.000000	55.000000	40.000000	41	225.466156	1352796.905000	1234.450073	7406700.520000	219.287003	2192870.047000	0.000000	0.000000	10.660000
600	5	1000	60.000000	55.000000	40.000000	1	7.618606	45711.634000	16.909819	101458.914000	7.879435	78794.353000	0.000000	0.000000	10.000000
600	5	1000	60.000000	55.000000	40.000000	11	26.196484	157178.900000	168.214142	1009284.884000	25.721827	257218.256000	0.000000	0.000000	10.000000
600	5	1000	60.000000	55.000000	40.000000	21	103.160629	618963.757000	620.072998	3720438.166000	101.988792	1019887.938000	0.000000	0.000000	10.000000
600	5	1000	60.000000	55.000000	40.000000	31	214.392487	1286354.912000	1235.962769	7415776.838000	212.222641	2122226.452000	0.000000	0.000000	10.000000
600	5	1000	60.000000	55.000000	40.000000	41	374.022461	2244134.802000	2079.708496	12478250.431000	377.236786	3772368.002000	0.000000	0.000000	10.000000
600	7	1000	60.000000	55.000000	40.000000	1	7.916921	47501.525000	17.528034	105168.205000	8.137756	81377.561000	0.000000	0.000000	10.000000
600	7	1000	60.000000	55.000000	40.000000	11	29.869480	179216.882000	205.081360	1230488.181000	30.417646	304176.457000	0.000000	0.000000	10.000000
600	7	1000	60.000000	55.000000	40.000000	21	132.257889	793547.377000	818.244141	4909465.014000	131.833969	1318339.694000	0.000000	0.000000	10.000000
600	7	1000	60.000000	55.000000	40.000000	31	294.572784	1767436.757000	1718.109375	10308656.141000	297.753601	2977536.095000	0.000000	0.000000	10.000000
